16;伊达时（2014）台式计算机YDS-A702
17;伊达时（2014）台式计算机YDS-A703
19;伊达时计算机YDS-A707
20;伊达时计算机YDS-A708
23;伊达时计算机YDS-A780
31;伊达时计算机（特）YDS-A839
35;伊达时计算机YDS-D2135
44;伊达时(特)语音型计算机YDS-B7100C
47;伊达时计算机YDS-B8010
49;伊达时计算机YDS-B8020
51;伊达时（特）计算机(淘)YDS-B8100
52;伊达时计算机YDS-B8200
58;伊达时计算机YDS-B8400
60;伊达时计算机（特）YDS-B8600
70;伊达时计算机YDS-B9900
